symbol,entry_time,exit_time,exit_reason,pnl_usd,pnl_bps,pnl_percent,hold_duration_sec,spread_bps_entry,imbalance_entry,depth_5bps_entry,entry_fee,exit_fee,total_fee,strategy_params,label,exit_type
VETUSDT,2025-10-23 09:20:26.598989,2025-10-23 09:20:27.633891,TP,0.029120559114733813,5.824111822946763,0.058241118229467634,1.034902,5.82241630276541,0.6597987124494357,0.0,0.0,0.0,0.0,,1,TP
ALGOUSDT,2025-10-23 09:20:29.186893,2025-10-23 09:20:54.191202,TIMEOUT,0.0,0.0,0.0,25.004309,5.502063273727042,0.6756624577627601,0.0,0.0,0.0,0.0,,0,TIMEOUT
LINKUSDT,2025-10-23 09:20:44.108050,2025-10-23 09:20:45.284204,TP,0.028522532800907045,5.704506560181408,0.057045065601814084,1.176154,5.702879954375826,0.7462978119091684,0.0,0.0,0.0,0.0,,1,TP
VETUSDT,2025-10-23 09:20:56.664365,2025-10-23 09:20:57.774487,TP,0.02913752913752795,5.827505827505589,0.05827505827505589,1.110122,5.8258083309056765,0.5966177642811701,0.0,0.0,0.0,0.0,,1,TP
ALGOUSDT,2025-10-23 09:21:10.765524,2025-10-23 09:21:11.812754,TP,0.02750275027503211,5.500550055006421,0.055005500550064215,1.04723,5.499037668408948,0.37250825314321834,0.0,0.0,0.0,0.0,,1,TP
LINKUSDT,2025-10-23 09:21:14.150307,2025-10-23 09:21:15.491393,TP,0.02849002849002282,5.698005698004565,0.05698005698004564,1.341086,5.696382796922821,0.4541689565495788,0.0,0.0,0.0,0.0,,1,TP
TRXUSDT,2025-10-23 09:21:25.373836,2025-10-23 09:21:50.402843,TIMEOUT,0.0,0.0,0.0,25.029007,3.0916679548613075,0.6281755450826162,0.0,0.0,0.0,0.0,,0,TIMEOUT
VETUSDT,2025-10-23 09:21:40.175672,2025-10-23 09:21:41.407206,TP,0.029154518950446247,5.830903790089249,0.058309037900892494,1.231534,5.829204313612977,0.7303638648958768,0.0,0.0,0.0,0.0,,1,TP
LINKUSDT,2025-10-23 09:21:44.194520,2025-10-23 09:21:45.718792,TP,0.028538812785392588,5.707762557078517,0.057077625570785176,1.524272,5.706134094152104,0.5216984824107492,0.0,0.0,0.0,0.0,,1,TP
TRXUSDT,2025-10-23 09:21:55.477968,2025-10-23 09:22:09.408496,TP,0.03093102381689352,6.186204763378703,0.06186204763378703,13.930528,3.0926240915430494,0.36555355007437723,0.0,0.0,0.0,0.0,,1,TP
